Unnamed: 0,text,clean_text,Tweet_tokenized,Tweet_without_stop,Tweet_stemmed,Tweet_lemmatized,label
251,#ConsciousPlanet #adoptdontshop #EndSpeciesism Good Humans Only !!#animals #metoo #animalstoo #MenToo #AnimalLiberation #ClimateCrisis #vegans #savetheplanet #climatechange #RosesLaw #ALLFEMALES #Animalrights #Feminist #Feminism  #Feminismo #peterkalmus #georgemonbiot #JaneFonda https://t.co/zpyrynwgK2,ConsciousPlanet adoptdontshop EndSpeciesism Good Humans Only animals metoo animalstoo MenToo AnimalLiberation ClimateCrisis vegans savetheplanet climatechange RosesLaw ALLFEMALES Animalrights Feminist Feminism  Feminismo peterkalmus georgemonbiot JaneFonda httpstcozpyrynwgK,"['consciousplanet', 'adoptdontshop', 'endspeciesism', 'good', 'humans', 'only', 'animals', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegans', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcozpyrynwgk']","['consciousplanet', 'adoptdontshop', 'endspeciesism', 'good', 'humans', 'animals', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegans', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcozpyrynwgk']","['consciousplanet', 'adoptdontshop', 'endspecies', 'good', 'human', 'anim', 'metoo', 'animalstoo', 'mentoo', 'animalliber', 'climatecrisi', 'vegan', 'savetheplanet', 'climatechang', 'roseslaw', 'allfemal', 'animalright', 'feminist', 'femin', 'feminismo', 'peterkalmu', 'georgemonbiot', 'janefonda', 'httpstcozpyrynwgk']","['consciousplanet', 'adoptdontshop', 'endspeciesism', 'good', 'human', 'animal', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegan', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcozpyrynwgk']",savetheplanet
252,#ConsciousPlanet #adoptdontshop #EndSpeciesism Good Humans Only !!#animals #metoo #animalstoo #MenToo #AnimalLiberation #ClimateCrisis #vegans #savetheplanet #climatechange #RosesLaw #ALLFEMALES #Animalrights #Feminist #Feminism  #Feminismo #peterkalmus #georgemonbiot #JaneFonda https://t.co/2NMKwKyMk8,ConsciousPlanet adoptdontshop EndSpeciesism Good Humans Only animals metoo animalstoo MenToo AnimalLiberation ClimateCrisis vegans savetheplanet climatechange RosesLaw ALLFEMALES Animalrights Feminist Feminism  Feminismo peterkalmus georgemonbiot JaneFonda httpstcoNMKwKyMk,"['consciousplanet', 'adoptdontshop', 'endspeciesism', 'good', 'humans', 'only', 'animals', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegans', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstconmkwkymk']","['consciousplanet', 'adoptdontshop', 'endspeciesism', 'good', 'humans', 'animals', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegans', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstconmkwkymk']","['consciousplanet', 'adoptdontshop', 'endspecies', 'good', 'human', 'anim', 'metoo', 'animalstoo', 'mentoo', 'animalliber', 'climatecrisi', 'vegan', 'savetheplanet', 'climatechang', 'roseslaw', 'allfemal', 'animalright', 'feminist', 'femin', 'feminismo', 'peterkalmu', 'georgemonbiot', 'janefonda', 'httpstconmkwkymk']","['consciousplanet', 'adoptdontshop', 'endspeciesism', 'good', 'human', 'animal', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegan', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstconmkwkymk']",savetheplanet
253,#ConsciousPlanet #adoptdontshop #EndSpeciesism Good Humans Only !!#animals #metoo #animalstoo #MenToo #AnimalLiberation #ClimateCrisis #vegans #savetheplanet #climatechange #RosesLaw #ALLFEMALES #Animalrights #Feminist #Feminism  #Feminismo #peterkalmus #georgemonbiot #JaneFonda https://t.co/EAfG9gw5kM,ConsciousPlanet adoptdontshop EndSpeciesism Good Humans Only animals metoo animalstoo MenToo AnimalLiberation ClimateCrisis vegans savetheplanet climatechange RosesLaw ALLFEMALES Animalrights Feminist Feminism  Feminismo peterkalmus georgemonbiot JaneFonda httpstcoEAfGgwkM,"['consciousplanet', 'adoptdontshop', 'endspeciesism', 'good', 'humans', 'only', 'animals', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegans', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcoeafggwkm']","['consciousplanet', 'adoptdontshop', 'endspeciesism', 'good', 'humans', 'animals', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegans', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcoeafggwkm']","['consciousplanet', 'adoptdontshop', 'endspecies', 'good', 'human', 'anim', 'metoo', 'animalstoo', 'mentoo', 'animalliber', 'climatecrisi', 'vegan', 'savetheplanet', 'climatechang', 'roseslaw', 'allfemal', 'animalright', 'feminist', 'femin', 'feminismo', 'peterkalmu', 'georgemonbiot', 'janefonda', 'httpstcoeafggwkm']","['consciousplanet', 'adoptdontshop', 'endspeciesism', 'good', 'human', 'animal', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegan', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcoeafggwkm']",savetheplanet
254,#ConsciousPlanet #adoptdontshop #EndSpeciesism Good Humans Only !!#animals #metoo #animalstoo #MenToo #AnimalLiberation #ClimateCrisis #vegans #savetheplanet #climatechange #RosesLaw #ALLFEMALES #Animalrights #Feminist #Feminism  #Feminismo #peterkalmus #georgemonbiot #JaneFonda https://t.co/gOwXLD5AmB,ConsciousPlanet adoptdontshop EndSpeciesism Good Humans Only animals metoo animalstoo MenToo AnimalLiberation ClimateCrisis vegans savetheplanet climatechange RosesLaw ALLFEMALES Animalrights Feminist Feminism  Feminismo peterkalmus georgemonbiot JaneFonda httpstcogOwXLDAmB,"['consciousplanet', 'adoptdontshop', 'endspeciesism', 'good', 'humans', 'only', 'animals', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegans', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcogowxldamb']","['consciousplanet', 'adoptdontshop', 'endspeciesism', 'good', 'humans', 'animals', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegans', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcogowxldamb']","['consciousplanet', 'adoptdontshop', 'endspecies', 'good', 'human', 'anim', 'metoo', 'animalstoo', 'mentoo', 'animalliber', 'climatecrisi', 'vegan', 'savetheplanet', 'climatechang', 'roseslaw', 'allfemal', 'animalright', 'feminist', 'femin', 'feminismo', 'peterkalmu', 'georgemonbiot', 'janefonda', 'httpstcogowxldamb']","['consciousplanet', 'adoptdontshop', 'endspeciesism', 'good', 'human', 'animal', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegan', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcogowxldamb']",savetheplanet
255,#ConsciousPlanet #adoptdontshop #EndSpeciesism #Greyhounds #dogs #animals  #metoo #animalstoo #MenToo #AnimalLiberation #ClimateCrisis #vegans #savetheplanet #climatechange #RosesLaw #ALLFEMALES #Animalrights #Feminist #Feminism  #Feminismo #peterkalmus #georgemonbiot #JaneFonda https://t.co/4dbmei1QXk,ConsciousPlanet adoptdontshop EndSpeciesism Greyhounds dogs animals  metoo animalstoo MenToo AnimalLiberation ClimateCrisis vegans savetheplanet climatechange RosesLaw ALLFEMALES Animalrights Feminist Feminism  Feminismo peterkalmus georgemonbiot JaneFonda httpstcodbmeiQXk,"['consciousplanet', 'adoptdontshop', 'endspeciesism', 'greyhounds', 'dogs', 'animals', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegans', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcodbmeiqxk']","['consciousplanet', 'adoptdontshop', 'endspeciesism', 'greyhounds', 'dogs', 'animals', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegans', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcodbmeiqxk']","['consciousplanet', 'adoptdontshop', 'endspecies', 'greyhound', 'dog', 'anim', 'metoo', 'animalstoo', 'mentoo', 'animalliber', 'climatecrisi', 'vegan', 'savetheplanet', 'climatechang', 'roseslaw', 'allfemal', 'animalright', 'feminist', 'femin', 'feminismo', 'peterkalmu', 'georgemonbiot', 'janefonda', 'httpstcodbmeiqxk']","['consciousplanet', 'adoptdontshop', 'endspeciesism', 'greyhound', 'dog', 'animal', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegan', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcodbmeiqxk']",savetheplanet
256,#ConsciousPlanet #adoptdontshop #EndSpeciesism #Greyhounds #dogs #animals  #metoo #animalstoo #MenToo #AnimalLiberation #ClimateCrisis #vegans #savetheplanet #climatechange #RosesLaw #ALLFEMALES #Animalrights #Feminist #Feminism  #Feminismo #peterkalmus #georgemonbiot #JaneFonda https://t.co/Kk76MQsqkS,ConsciousPlanet adoptdontshop EndSpeciesism Greyhounds dogs animals  metoo animalstoo MenToo AnimalLiberation ClimateCrisis vegans savetheplanet climatechange RosesLaw ALLFEMALES Animalrights Feminist Feminism  Feminismo peterkalmus georgemonbiot JaneFonda httpstcoKkMQsqkS,"['consciousplanet', 'adoptdontshop', 'endspeciesism', 'greyhounds', 'dogs', 'animals', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegans', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcokkmqsqks']","['consciousplanet', 'adoptdontshop', 'endspeciesism', 'greyhounds', 'dogs', 'animals', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegans', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcokkmqsqks']","['consciousplanet', 'adoptdontshop', 'endspecies', 'greyhound', 'dog', 'anim', 'metoo', 'animalstoo', 'mentoo', 'animalliber', 'climatecrisi', 'vegan', 'savetheplanet', 'climatechang', 'roseslaw', 'allfemal', 'animalright', 'feminist', 'femin', 'feminismo', 'peterkalmu', 'georgemonbiot', 'janefonda', 'httpstcokkmqsqk']","['consciousplanet', 'adoptdontshop', 'endspeciesism', 'greyhound', 'dog', 'animal', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegan', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcokkmqsqks']",savetheplanet
257,#ConsciousPlanet #EndSpeciesism #Greyhounds #dogs #animals #adoptdontshop #metoo #animalstoo #MenToo #AnimalLiberation #ClimateCrisis #vegans #savetheplanet #climatechange #RosesLaw #ALLFEMALES #Animalrights #Feminist #Feminism  #Feminismo #peterkalmus #georgemonbiot #JaneFonda https://t.co/8P6ffi4iEB,ConsciousPlanet EndSpeciesism Greyhounds dogs animals adoptdontshop metoo animalstoo MenToo AnimalLiberation ClimateCrisis vegans savetheplanet climatechange RosesLaw ALLFEMALES Animalrights Feminist Feminism  Feminismo peterkalmus georgemonbiot JaneFonda httpstcoPffiiEB,"['consciousplanet', 'endspeciesism', 'greyhounds', 'dogs', 'animals', 'adoptdontshop', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegans', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcopffiieb']","['consciousplanet', 'endspeciesism', 'greyhounds', 'dogs', 'animals', 'adoptdontshop', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegans', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcopffiieb']","['consciousplanet', 'endspecies', 'greyhound', 'dog', 'anim', 'adoptdontshop', 'metoo', 'animalstoo', 'mentoo', 'animalliber', 'climatecrisi', 'vegan', 'savetheplanet', 'climatechang', 'roseslaw', 'allfemal', 'animalright', 'feminist', 'femin', 'feminismo', 'peterkalmu', 'georgemonbiot', 'janefonda', 'httpstcopffiieb']","['consciousplanet', 'endspeciesism', 'greyhound', 'dog', 'animal', 'adoptdontshop', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegan', 'savetheplanet', 'climatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcopffiieb']",savetheplanet
258,"RT @warren_bwi: #GroveToken 
#protecttheearth #gogreen
#savetheplanet #reforestation
#savetheenvironment 
#planttrees #environmentalprotect…"," warrenbwi GroveToken 
protecttheearth gogreen
savetheplanet reforestation
savetheenvironment 
planttrees environmentalprotect…","['rt', 'warrenbwi', 'grovetoken', 'protecttheearth', 'gogreen', 'savetheplanet', 'reforestation', 'savetheenvironment', 'planttrees', 'environmentalprotect', '']","['rt', 'warrenbwi', 'grovetoken', 'protecttheearth', 'gogreen', 'savetheplanet', 'reforestation', 'savetheenvironment', 'planttrees', 'environmentalprotect', '']","['rt', 'warrenbwi', 'grovetoken', 'protecttheearth', 'gogreen', 'savetheplanet', 'reforest', 'savetheenviron', 'planttre', 'environmentalprotect', '']","['rt', 'warrenbwi', 'grovetoken', 'protecttheearth', 'gogreen', 'savetheplanet', 'reforestation', 'savetheenvironment', 'planttrees', 'environmentalprotect', '']",savetheplanet
259,"RT @warren_bwi: #GroveToken 
#protecttheearth #gogreen
#savetheplanet #reforestation
#savetheenvironment 
#planttrees #environmentalprotect…"," warrenbwi GroveToken 
protecttheearth gogreen
savetheplanet reforestation
savetheenvironment 
planttrees environmentalprotect…","['rt', 'warrenbwi', 'grovetoken', 'protecttheearth', 'gogreen', 'savetheplanet', 'reforestation', 'savetheenvironment', 'planttrees', 'environmentalprotect', '']","['rt', 'warrenbwi', 'grovetoken', 'protecttheearth', 'gogreen', 'savetheplanet', 'reforestation', 'savetheenvironment', 'planttrees', 'environmentalprotect', '']","['rt', 'warrenbwi', 'grovetoken', 'protecttheearth', 'gogreen', 'savetheplanet', 'reforest', 'savetheenviron', 'planttre', 'environmentalprotect', '']","['rt', 'warrenbwi', 'grovetoken', 'protecttheearth', 'gogreen', 'savetheplanet', 'reforestation', 'savetheenvironment', 'planttrees', 'environmentalprotect', '']",savetheplanet
260,RT @elagoradiario: El #CambioClimático es una realidad y por ello es necesario cuidar del 🌍 y reflexionar sobre su poder para cambiar de ru…, elagoradiario El CambioClimático es una realidad y por ello es necesario cuidar del 🌍 y reflexionar sobre su poder para cambiar de ru…,"['rt', 'elagoradiario', 'el', 'cambioclimático', 'es', 'una', 'realidad', 'y', 'por', 'ello', 'es', 'necesario', 'cuidar', 'del', 'y', 'reflexionar', 'sobre', 'su', 'poder', 'para', 'cambiar', 'de', 'ru', '']","['rt', 'elagoradiario', 'el', 'cambioclimático', 'es', 'una', 'realidad', 'por', 'ello', 'es', 'necesario', 'cuidar', 'del', 'reflexionar', 'sobre', 'su', 'poder', 'para', 'cambiar', 'de', 'ru', '']","['rt', 'elagoradiario', 'el', 'cambioclimático', 'es', 'una', 'realidad', 'por', 'ello', 'es', 'necesario', 'cuidar', 'del', 'reflexionar', 'sobr', 'su', 'poder', 'para', 'cambiar', 'de', 'ru', '']","['rt', 'elagoradiario', 'el', 'cambioclimático', 'e', 'una', 'realidad', 'por', 'ello', 'e', 'necesario', 'cuidar', 'del', 'reflexionar', 'sobre', 'su', 'poder', 'para', 'cambiar', 'de', 'ru', '']",savetheplanet
261,"@GirbeCameron Onder #Trump was de wereld een stuk veiliger en werden zelfs in het MO vredesdeals gesloten, maar #Biden #Warmongers loodsen ons zo #WW3 in. Ja #Putin is #PutinWarCriminal maar hopelijk krijgt #Trump de geest weer in de fles. #Trump2024ToSaveAmerica #savetheplanet",GirbeCameron Onder Trump was de wereld een stuk veiliger en werden zelfs in het MO vredesdeals gesloten maar Biden Warmongers loodsen ons zo WW in Ja Putin is PutinWarCriminal maar hopelijk krijgt Trump de geest weer in de fles TrumpToSaveAmerica savetheplanet,"['girbecameron', 'onder', 'trump', 'was', 'de', 'wereld', 'een', 'stuk', 'veiliger', 'en', 'werden', 'zelfs', 'in', 'het', 'mo', 'vredesdeals', 'gesloten', 'maar', 'biden', 'warmongers', 'loodsen', 'ons', 'zo', 'ww', 'in', 'ja', 'putin', 'is', 'putinwarcriminal', 'maar', 'hopelijk', 'krijgt', 'trump', 'de', 'geest', 'weer', 'in', 'de', 'fles', 'trumptosaveamerica', 'savetheplanet']","['girbecameron', 'onder', 'trump', 'de', 'wereld', 'een', 'stuk', 'veiliger', 'en', 'werden', 'zelfs', 'het', 'mo', 'vredesdeals', 'gesloten', 'maar', 'biden', 'warmongers', 'loodsen', 'ons', 'zo', 'ww', 'ja', 'putin', 'putinwarcriminal', 'maar', 'hopelijk', 'krijgt', 'trump', 'de', 'geest', 'weer', 'de', 'fles', 'trumptosaveamerica', 'savetheplanet']","['girbecameron', 'onder', 'trump', 'de', 'wereld', 'een', 'stuk', 'veilig', 'en', 'werden', 'zelf', 'het', 'mo', 'vredesd', 'gesloten', 'maar', 'biden', 'warmong', 'loodsen', 'on', 'zo', 'ww', 'ja', 'putin', 'putinwarcrimin', 'maar', 'hopelijk', 'krijgt', 'trump', 'de', 'geest', 'weer', 'de', 'fle', 'trumptosaveamerica', 'savetheplanet']","['girbecameron', 'onder', 'trump', 'de', 'wereld', 'een', 'stuk', 'veiliger', 'en', 'werden', 'zelfs', 'het', 'mo', 'vredesdeals', 'gesloten', 'maar', 'biden', 'warmonger', 'loodsen', 'ons', 'zo', 'ww', 'ja', 'putin', 'putinwarcriminal', 'maar', 'hopelijk', 'krijgt', 'trump', 'de', 'geest', 'weer', 'de', 'fles', 'trumptosaveamerica', 'savetheplanet']",savetheplanet
262,Malawi to Receive Good Rains #ClimateChange #ClimateCentral #Climate #SaveThePlanet [Video] https://t.co/fIxE9ed1GW,Malawi to Receive Good Rains ClimateChange ClimateCentral Climate SaveThePlanet Video httpstcofIxEedGW,"['malawi', 'to', 'receive', 'good', 'rains', 'climatechange', 'climatecentral', 'climate', 'savetheplanet', 'video', 'httpstcofixeedgw']","['malawi', 'receive', 'good', 'rains', 'climatechange', 'climatecentral', 'climate', 'savetheplanet', 'video', 'httpstcofixeedgw']","['malawi', 'receiv', 'good', 'rain', 'climatechang', 'climatecentr', 'climat', 'savetheplanet', 'video', 'httpstcofixeedgw']","['malawi', 'receive', 'good', 'rain', 'climatechange', 'climatecentral', 'climate', 'savetheplanet', 'video', 'httpstcofixeedgw']",savetheplanet
263,Malawi to Receive Good Rains #ClimateChange #ClimateCentral #Climate #SaveThePlanet [Video] https://t.co/Au3bUepmS4,Malawi to Receive Good Rains ClimateChange ClimateCentral Climate SaveThePlanet Video httpstcoAubUepmS,"['malawi', 'to', 'receive', 'good', 'rains', 'climatechange', 'climatecentral', 'climate', 'savetheplanet', 'video', 'httpstcoaubuepms']","['malawi', 'receive', 'good', 'rains', 'climatechange', 'climatecentral', 'climate', 'savetheplanet', 'video', 'httpstcoaubuepms']","['malawi', 'receiv', 'good', 'rain', 'climatechang', 'climatecentr', 'climat', 'savetheplanet', 'video', 'httpstcoaubuepm']","['malawi', 'receive', 'good', 'rain', 'climatechange', 'climatecentral', 'climate', 'savetheplanet', 'video', 'httpstcoaubuepms']",savetheplanet
264,Malawi to Receive Good Rains #ClimateChange #ClimateCentral #Climate #SaveThePlanet [Video] https://t.co/XUsE9gPi7h,Malawi to Receive Good Rains ClimateChange ClimateCentral Climate SaveThePlanet Video httpstcoXUsEgPih,"['malawi', 'to', 'receive', 'good', 'rains', 'climatechange', 'climatecentral', 'climate', 'savetheplanet', 'video', 'httpstcoxusegpih']","['malawi', 'receive', 'good', 'rains', 'climatechange', 'climatecentral', 'climate', 'savetheplanet', 'video', 'httpstcoxusegpih']","['malawi', 'receiv', 'good', 'rain', 'climatechang', 'climatecentr', 'climat', 'savetheplanet', 'video', 'httpstcoxusegpih']","['malawi', 'receive', 'good', 'rain', 'climatechange', 'climatecentral', 'climate', 'savetheplanet', 'video', 'httpstcoxusegpih']",savetheplanet
265,"It's your PRIME time to shine! Get up to 20% off sitewide* now.

Shop Now: https://t.co/C4RLA1Iqgn

#SALE #prime #primedaysale #moissanitejewelry #diamondjewelry #labgrowndiamond #labgrowngemstones #madenotmined #recycledmetals #sustainablefashion #ethicaljewelry #savetheplanet https://t.co/R0gpRqe8dK","Its your PRIME time to shine Get up to  off sitewide now

Shop Now httpstcoCRLAIqgn

SALE prime primedaysale moissanitejewelry diamondjewelry labgrowndiamond labgrowngemstones madenotmined recycledmetals sustainablefashion ethicaljewelry savetheplanet httpstcoRgpRqedK","['its', 'your', 'prime', 'time', 'to', 'shine', 'get', 'up', 'to', 'off', 'sitewide', 'now', 'shop', 'now', 'httpstcocrlaiqgn', 'sale', 'prime', 'primedaysale', 'moissanitejewelry', 'diamondjewelry', 'labgrowndiamond', 'labgrowngemstones', 'madenotmined', 'recycledmetals', 'sustainablefashion', 'ethicaljewelry', 'savetheplanet', 'httpstcorgprqedk']","['prime', 'time', 'shine', 'get', 'sitewide', 'shop', 'httpstcocrlaiqgn', 'sale', 'prime', 'primedaysale', 'moissanitejewelry', 'diamondjewelry', 'labgrowndiamond', 'labgrowngemstones', 'madenotmined', 'recycledmetals', 'sustainablefashion', 'ethicaljewelry', 'savetheplanet', 'httpstcorgprqedk']","['prime', 'time', 'shine', 'get', 'sitewid', 'shop', 'httpstcocrlaiqgn', 'sale', 'prime', 'primedaysal', 'moissanitejewelri', 'diamondjewelri', 'labgrowndiamond', 'labgrowngemston', 'madenotmin', 'recycledmet', 'sustainablefashion', 'ethicaljewelri', 'savetheplanet', 'httpstcorgprqedk']","['prime', 'time', 'shine', 'get', 'sitewide', 'shop', 'httpstcocrlaiqgn', 'sale', 'prime', 'primedaysale', 'moissanitejewelry', 'diamondjewelry', 'labgrowndiamond', 'labgrowngemstones', 'madenotmined', 'recycledmetals', 'sustainablefashion', 'ethicaljewelry', 'savetheplanet', 'httpstcorgprqedk']",savetheplanet
266,RT @KrisMichelleZ: I wish you a wonderful &amp; healthy #thicktrunktuesday my friends 🙏😊🌳🌿💚🧘‍♀️🤸‍♀️🚵‍♀️🚶‍♀️ #trees  #NaturePhotography #Forest…, KrisMichelleZ I wish you a wonderful amp healthy thicktrunktuesday my friends 🙏😊🌳🌿💚🧘‍♀️🤸‍♀️🚵‍♀️🚶‍♀️ trees  NaturePhotography Forest…,"['rt', 'krismichellez', 'i', 'wish', 'you', 'a', 'wonderful', 'amp', 'healthy', 'thicktrunktuesday', 'my', 'friends', 'trees', 'naturephotography', 'forest', '']","['rt', 'krismichellez', 'wish', 'wonderful', 'amp', 'healthy', 'thicktrunktuesday', 'friends', 'trees', 'naturephotography', 'forest', '']","['rt', 'krismichellez', 'wish', 'wonder', 'amp', 'healthi', 'thicktrunktuesday', 'friend', 'tree', 'naturephotographi', 'forest', '']","['rt', 'krismichellez', 'wish', 'wonderful', 'amp', 'healthy', 'thicktrunktuesday', 'friend', 'tree', 'naturephotography', 'forest', '']",savetheplanet
267,"RT @EprRecycler: Start recycling today 

#eprrecycler  #epr #ecofriendly #sustainable #sustainability #sustainableliving #recycle #eco #upc…"," EprRecycler Start recycling today 

eprrecycler  epr ecofriendly sustainable sustainability sustainableliving recycle eco upc…","['rt', 'eprrecycler', 'start', 'recycling', 'today', 'eprrecycler', 'epr', 'ecofriendly', 'sustainable', 'sustainability', 'sustainableliving', 'recycle', 'eco', 'upc', '']","['rt', 'eprrecycler', 'start', 'recycling', 'today', 'eprrecycler', 'epr', 'ecofriendly', 'sustainable', 'sustainability', 'sustainableliving', 'recycle', 'eco', 'upc', '']","['rt', 'eprrecycl', 'start', 'recycl', 'today', 'eprrecycl', 'epr', 'ecofriendli', 'sustain', 'sustain', 'sustainableliv', 'recycl', 'eco', 'upc', '']","['rt', 'eprrecycler', 'start', 'recycling', 'today', 'eprrecycler', 'epr', 'ecofriendly', 'sustainable', 'sustainability', 'sustainableliving', 'recycle', 'eco', 'upc', '']",savetheplanet
